Name,Platform,Year,Publisher,Global_Sales,Total_Sales
Gold and Glory: The Road to El Dorado,PS,2000,Ubisoft,0.06,0.06
Choro Q Marine: Q Boat,PS,1998,Takara,0.06,0.06
MX vs. ATV Supercross Encore,MULTI,2015,Nordic Games,0.06,0.08
Friends: The One with All the Trivia,PS2,2005,Warner Bros. Interactive Entertainment,0.06,0.06
Backyard NFL Football '08,PS2,2007,Atari,0.06,0.06
Gunbird,SAT,1995,Atlus,0.06,0.06
Elemental Gearbolt,PS,1997,Sony Computer Entertainment,0.06,0.06
WWF Wrestlemania: The Arcade Game,PS,1995,Acclaim Entertainment,0.06,0.06
Handball 16,MULTI,2015,Bigben Interactive,0.06,0.12
Grand Kingdom,PS4,2015,Nippon Ichi Software,0.06,0.06
V-Rally 3,MULTI,2002,Atari,0.06,0.08
Impact Racing,PS,1996,JVC,0.06,0.06
My Horse & Me: Riding for Gold,Wii,2008,Atari,0.06,0.06
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,SouthPeak Games,0.06,0.06
Amazing Island,GC,2004,Sega,0.06,0.06
SeaBlade,XB,2002,TDK Mediactive,0.06,0.06
Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000,Konami Digital Entertainment,0.06,0.06
Carmen Sandiego: The Secret of the Stolen Drums,MULTI,2004,BAM! Entertainment,0.06,0.1
Hail to the Chimp,MULTI,2008,Gamecock,0.06,0.11
MotoGP 4 - Official Game of MotoGP,PS2,2005,Sony Computer Entertainment,0.06,0.06
Shining Force III: Scenario 2,SAT,1998,Sega,0.05,0.05
NHL Legacy,MULTI,2015,Electronic Arts,0.05,0.09
Final Fight: Streetwise,MULTI,2006,Capcom,0.05,0.07
Kamen Rider: Battride War Genesis,MULTI,2016,Namco Bandai Games,0.05,0.09
Bombastic,PS2,2002,Capcom,0.05,0.05
NHL Powerplay 98,PS,1997,Virgin Interactive,0.05,0.05
Olympic Soccer: Atlanta 1996,PS,1996,U.S. Gold,0.05,0.05
Countdown: The Game,Wii,2009,Mindscape,0.05,0.05
Phantasy Star Online Episode I & II Plus,GC,2003,Sega,0.05,0.05
Dual Hearts,PS2,2002,Sony Computer Entertainment,0.05,0.05
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Atari,0.05,0.05
Hakuouki: Reimeiroku,PS2,2010,Idea Factory,0.05,0.05
Vertigo,Wii,2009,Playlogic Game Factory,0.05,0.05
Carve,XB,2004,Global Star,0.05,0.05
WTA Tour Tennis,MULTI,2001,Konami Digital Entertainment,0.05,0.060000000000000005
Bottom of the 9th '99,PS,1998,Konami Digital Entertainment,0.05,0.05
Reader Rabbit 2nd Grade,Wii,0,Unknown,0.05,0.05
Naval Ops: Commander,PS2,2004,Tecmo Koei,0.05,0.05
Defendin' De Penguin,Wii,2008,Zushi Games,0.05,0.05
Bleach: Blade Battlers,PS2,2006,Sony Computer Entertainment,0.05,0.05
Rez,PS2,2001,Sony Computer Entertainment,0.05,0.05
Major Minor's Majestic March,Wii,2009,Majesco Entertainment,0.05,0.05
Shaman King: Soul Fight,GC,2003,Namco Bandai Games,0.05,0.05
Samurai Deeper Kyo,PS,2002,Namco Bandai Games,0.05,0.05
Medabots: Infinity,GC,2003,Ubisoft,0.05,0.05
Jirou Akagawa: Majotachi no Nemuri,SNES,1995,Pack-In-Video,0.05,0.05
Bust-A-Bloc,PS2,2002,Midas Interactive Entertainment,0.05,0.05
Sitting Ducks,PS2,2003,LSP Games,0.05,0.05
Puyo Puyo 7,Wii,2009,Sega,0.05,0.05
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Namco Bandai Games,0.05,0.05
Mountain Bike Adrenaline,PS2,0,Unknown,0.05,0.05
Hi-Octane: The Track Fights Back!,PS,1995,Electronic Arts,0.05,0.05
Tour de France 2011,X360,0,Focus Home Interactive,0.05,0.05
Domino Rally,Wii,2007,Nordcurrent,0.05,0.05
Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Epoch,0.05,0.05
Samurai Champloo: Sidetracked,PS2,2006,Namco Bandai Games,0.05,0.05
Fatal Fury: Wild Ambition,PS,1999,SNK Playmore,0.05,0.05
Judge Dredd,PS,1997,Gremlin Interactive Ltd,0.05,0.05
Winning Post 8,PS3,2014,Tecmo Koei,0.05,0.05
DoDonPachi Resurrection,X360,2010,Rising Star Games,0.05,0.05
Bass Rise,PS,1999,Namco Bandai Games,0.05,0.05
UEFA Champions League 2006-2007,X360,2007,Electronic Arts,0.05,0.05
Dynamite Headdy,GEN,1993,Sega,0.05,0.05
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Namco Bandai Games,0.05,0.05
Dragon's Lair 3D: Return to the Lair,MULTI,2002,Ubisoft,0.05,0.09
Growlanser: Heritage of War (jp sales),PS2,2006,Rising Star Games,0.05,0.05
Myst IV: Revelation,XB,2005,Ubisoft,0.05,0.05
Sushi Go-Round,Wii,2010,Asylum Entertainment,0.05,0.05
Pachinko Wars II,SNES,1993,Coconuts Japan,0.05,0.05
Myth Makers: Orbs of Doom,Wii,2007,Popcorn Arcade,0.05,0.05
The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Arika,0.05,0.05
Virtua Striker 2002,GC,2002,Sega,0.05,0.05
Game no Kanzume Vol 2,SCD,1994,Sega,0.05,0.05
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Namco Bandai Games,0.05,0.05
The Idolmaster 2,X360,2011,Namco Bandai Games,0.05,0.05
Mr Bean's Wacky World of Wii,Wii,2009,Blast! Entertainment Ltd,0.05,0.05
Powerdrome,MULTI,2004,Evolved Games,0.05,0.060000000000000005
Pro Yakyuu Spirits 5 Kanzenban,MULTI,2008,Konami Digital Entertainment,0.05,0.08
Otogi 2: Immortal Warriors,XB,2003,Sega,0.05,0.05
Dead or Alive Xtreme 3: Fortune,PS4,2016,Tecmo Koei,0.05,0.05
Hysteria Hospital: Emergency Ward,Wii,2009,Oxygen Interactive,0.05,0.05
Ultra Bust-A-Move,XB,2004,505 Games,0.05,0.05
Ferrari F355 Challenge,PS2,2002,Sony Computer Entertainment,0.05,0.05
MorphX,X360,2010,505 Games,0.05,0.05
Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Swing! Entertainment,0.05,0.05
Shifters,PS2,2002,3DO,0.05,0.05
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Xseed Games,0.05,0.05
Lagoon,SNES,1991,Kemco,0.05,0.05
Assetto Corsa,MULTI,2016,505 Games,0.05,0.060000000000000005
Batman: Gotham City Racer,PS,2001,Ubisoft,0.05,0.05
Sengoku Basara X,PS2,2008,Capcom,0.05,0.05
Hakuoki: Stories of the Shinsengumi,PS3,2010,Idea Factory,0.05,0.05
Downforce,PS2,2002,Avalon Interactive,0.05,0.05
Little Busters! Converted Edition,PS2,2009,Prototype,0.05,0.05
Dream Salon,Wii,2009,Zoo Games,0.05,0.05
Disney's Party,GC,2002,Electronic Arts,0.05,0.05
Jenga World Tour,Wii,2007,Atari,0.05,0.05
Taiho Shichauzo!,PS,2001,Pioneer LDC,0.05,0.05
Battle vs. Chess,MULTI,0,TopWare Interactive,0.05,0.08
Phantom Crash,XB,2002,Phantagram,0.05,0.05
Yanya Caballista: City Skater,PS2,2001,Tecmo Koei,0.05,0.05
Expendable,PS,1999,Infogrames,0.05,0.05
The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Namco Bandai Games,0.05,0.05
Arthur! Ready to Race,PS,2000,The Learning Company,0.05,0.05
Thunder Force V: Perfect System,PS,1998,TechnoSoft,0.05,0.05
The Typing of the Dead,DC,2000,Sega,0.05,0.05
Child of Light,PS4,2014,Ubisoft,0.05,0.05
Kart Racer,Wii,2009,Nordic Games,0.05,0.05
Sam & Max: Beyond Time and Space,Wii,2010,Atari,0.05,0.05
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998,Jaleco,0.05,0.05
NHL Blades of Steel '99,N64,1999,Konami Digital Entertainment,0.05,0.05
Lips: Deutsche Partyknaller,X360,2009,Microsoft Game Studios,0.05,0.05
Philosoma,PS,1995,Sony Computer Entertainment,0.05,0.05
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,Sega,0.05,0.05
Kamiwaza,PS2,2006,Acquire,0.05,0.05
Rave Master,GC,2002,Konami Digital Entertainment,0.05,0.05
The Technomancer,MULTI,2016,Focus Home Interactive,0.05,0.07
Kinnikuman Muscle Grand Prix Max,PS2,2006,Konami Digital Entertainment,0.05,0.05
Hotel for Dogs,Wii,2009,505 Games,0.05,0.05
Medal of Honor: European Assault (weekly JP sales),PS2,2005,Electronic Arts,0.05,0.05
Super Robot Taisen Neo,Wii,2009,Namco Bandai Games,0.05,0.05
OutRun 2006: Coast 2 Coast,PS2,2006,Sega,0.05,0.05
Blues Brothers 2000,N64,2000,Virgin Interactive,0.05,0.05
All Star Tennis 99,N64,1999,Ubisoft,0.05,0.05
Hercules: The Legendary Journeys,N64,2000,Titus,0.05,0.05
Dual Heroes,N64,1997,Hudson Soft,0.05,0.05
Fighter Destiny 2,N64,1999,Imagineer,0.05,0.05
Chameleon Twist 2,N64,1998,Infogrames,0.05,0.05
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007,Irem Software Engineering,0.05,0.05
Winning Post World,MULTI,2009,Tecmo Koei,0.05,0.08
Arx Fatalis,XB,2003,Mindscape,0.05,0.05
Slam Dunk SD Heat Up!!,SNES,1995,Namco Bandai Games,0.05,0.05
My Body Coach,Wii,2009,Big Ben Interactive,0.05,0.05
Steins;Gate 0,MULTI,2015,PQube,0.05,0.08
Dead in the Water,PS,1999,ASC Games,0.05,0.05
Winning Post 7 2013,PS3,2013,Tecmo Koei,0.05,0.05
Sea Monsters: A Prehistoric Adventure,Wii,2007,Zushi Games,0.05,0.05
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994,Vap,0.05,0.05
Chronicles of the Sword,PS,1996,Psygnosis,0.05,0.05
Keiba Eight Special,SNES,1993,Misawa,0.05,0.05
Harukanaru Toki no Naka de 3,PS2,2004,Tecmo Koei,0.05,0.05
Pirates vs Ninja Dodgeball,Wii,2009,SouthPeak Games,0.05,0.05
Nike+ Kinect Training,X360,2012,Microsoft Game Studios,0.05,0.05
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Konami Digital Entertainment,0.05,0.05
Active Life: Magical Carnival,Wii,2011,Namco Bandai Games,0.05,0.05
Hokuto no Ken,PS2,2007,Sega,0.05,0.05
Stretch Panic,PS2,2001,Midas Interactive Entertainment,0.05,0.05
Baku Baku,SAT,1995,Sega,0.05,0.05
Pro Cycling Manager 2016,PS4,2016,Focus Home Interactive,0.05,0.05
SD Gundam: Over Galaxian,PS,1996,Namco Bandai Games,0.05,0.05
BeatMania IIDX 3rd Style,PS2,2000,Konami Digital Entertainment,0.05,0.05
Hummer Badlands,MULTI,2006,Global Star,0.05,0.07
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,DreamCatcher Interactive,0.05,0.05
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007,505 Games,0.05,0.05
Furu Furu Park,Wii,2007,Taito,0.05,0.05
BeatMania IIDX 4th Style: New Songs Collection,PS2,2001,Konami Digital Entertainment,0.05,0.05
QUIZ PARTY,Wii,2012,Nintendo,0.05,0.05
Power Spike Pro Beach Volleyball,PS,2000,Infogrames,0.05,0.05
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Aqua Plus,0.05,0.05
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Gainax Network Systems,0.05,0.05
SD Gundam: Scad Hammers,Wii,2006,Namco Bandai Games,0.05,0.05
Stunt GP,PS2,2001,Titus,0.05,0.05
Wicked Monster Blast!,Wii,2011,PQube,0.05,0.05
NBA 2K,DC,1999,Sega,0.05,0.05
Jikkyou Oshaberi Parodius,SNES,1995,Konami Digital Entertainment,0.05,0.05
Super Jinsei Game 2,SNES,1995,Takara,0.05,0.05
Winter Sports 3: The Great Tournament,MULTI,2010,Tradewest,0.05,0.11
J-League Winning Eleven 2010: Club Championship,PS2,2010,Konami Digital Entertainment,0.05,0.05
Johnny Bazookatone,PS,1995,U.S. Gold,0.05,0.05
Koihime Musou,PS2,2008,Yeti,0.05,0.05
Ms Saga: A New Dawn,PS2,2005,Namco Bandai Games,0.05,0.05
Kekkon Zenya,SAT,1995,Shogakukan,0.05,0.05
Finny the Fish & the Seven Waters,PS2,2004,Sony Computer Entertainment,0.05,0.05
Next Generation of Chaos,PS2,2002,Idea Factory,0.05,0.05
GrimGrimoire,PS2,2007,Tecmo Koei,0.05,0.05
J-League '96 Dream Stadium,SNES,1996,Hudson Soft,0.05,0.05
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001,Capcom,0.05,0.05
Golden Axe: The Duel,SAT,1994,Sega,0.05,0.05
Crime Life: Gang Wars,XB,2005,Konami Digital Entertainment,0.05,0.05
Silhouette Mirage,PS,1998,ESP,0.05,0.05
Growlanser VI: Precarious World,PS2,2007,Atlus,0.05,0.05
Block Kuzushi,SNES,1995,Pow,0.05,0.05
Secret Service,X360,2008,Activision Value,0.05,0.05
Sword Art Online: Game Director's Edition,PS4,2015,Namco Bandai Games,0.05,0.05
Rugby 06,MULTI,2006,Electronic Arts,0.05,0.07
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Microsoft Game Studios,0.05,0.05
Deadliest Catch: Alaskan Storm,X360,2008,Navarre Corp,0.05,0.05
Colin McRae Rally 2005,XB,2004,Codemasters,0.05,0.05
Zoop,PS,1995,MediaQuest,0.05,0.05
Saiyuki: Journey West,PS,1999,Tecmo Koei,0.05,0.05
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Hackberry,0.05,0.05
VR Soccer '96,PS,1996,Gremlin Interactive Ltd,0.05,0.05
Summoner: A Goddess Reborn,GC,2003,THQ,0.05,0.05
Saints Row: Gat out of Hell,PS4,2015,Deep Silver,0.05,0.05
Rock of the Dead,MULTI,2010,Conspiracy Entertainment,0.05,0.1
E.X. Troopers,PS3,2012,Capcom,0.05,0.05
Kiniro no Corda 2 Encore,PS2,2007,Tecmo Koei,0.05,0.05
World Championship Pool 2004,MULTI,2004,Jaleco,0.05,0.09
Kakuto Chojin,XB,2002,Microsoft Game Studios,0.05,0.05
Beyond Oasis,GEN,1993,Sega,0.05,0.05
Forza Motorsport 3: Ultimate Edition,X360,2010,Microsoft Game Studios,0.05,0.05
Wii de Asobu Chibi-Robo!,Wii,2009,Nintendo,0.05,0.05
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Tecmo Koei,0.05,0.05
To Heart 2 DX Plus,PS3,2011,Aqua Plus,0.05,0.05
Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Namco Bandai Games,0.05,0.05
Raze's Hell,XB,2005,Majesco Entertainment,0.05,0.05
Rain (2013),PS3,2013,Sony Computer Entertainment,0.05,0.05
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Metro 3D,0.05,0.05
Pool Party,Wii,2007,SouthPeak Games,0.05,0.05
Shin Megami Tensei NINE,XB,2002,Atlus,0.05,0.05
Magic Carpet,PS,1995,Electronic Arts,0.05,0.05
Hoshigami: Ruining Blue Earth,PS,2001,Max Five,0.05,0.05
Wing Island,Wii,2006,Konami Digital Entertainment,0.05,0.05
NightCaster II: Equinox,XB,2002,Jaleco,0.05,0.05
SD Gundam G Generation World,Wii,2011,Namco Bandai Games,0.05,0.05
Wonder World Amusement Park,Wii,2008,Majesco Entertainment,0.05,0.05
Time Crisis: Project Titan,PS,2001,Namco Bandai Games,0.05,0.05
Crusader: No Remorse,PS,1996,Electronic Arts,0.05,0.05
MiniCopter: Adventure Flight,Wii,2007,505 Games,0.05,0.05
Fast & Furious: Showdown,MULTI,2013,Activision,0.05,0.08
Test Drive: Ferrari Legends,MULTI,2012,Atari,0.05,0.09
Turok: Dinosaur Hunter,N64,1997,Acclaim Entertainment,0.05,0.05
Gitaroo Man,PS2,2001,THQ,0.05,0.05
Super Bubble Pop,MULTI,2003,Jaleco,0.05,0.060000000000000005
Arctic Tale,Wii,2007,Zoo Digital Publishing,0.05,0.05
Balloon Pop,Wii,2007,505 Games,0.05,0.05
Test Drive Le Mans,PS,1999,Infogrames,0.05,0.05
Counter Force,Wii,2007,505 Games,0.05,0.05
Big Air Freestyle,GC,2002,Atari,0.05,0.05
Rimo-Cocoron,PS2,2001,Sony Computer Entertainment,0.05,0.05
Mike Tyson Heavyweight Boxing,XB,2002,Codemasters,0.05,0.05
The Misadventures of Tron Bonne,PS,1999,Eidos Interactive,0.05,0.05
Black Jack vs. Matsudajun,PS,2000,Pony Canyon,0.05,0.05
SpongeBob SquarePants: Plankton's Robotic Revenge,MULTI,2013,Activision,0.05,0.1
Garou Densetsu 3: Road to the Final Victory,SAT,1996,SNK,0.05,0.05
Inspector Gadget: Gadget's Crazy Maze,PS,2001,Ubisoft,0.05,0.05
World Fantasista,PS2,2002,SquareSoft,0.05,0.05
Yager,XB,2003,THQ,0.05,0.05
Pool Hall Pro,Wii,2009,Playlogic Game Factory,0.05,0.05
Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Takara,0.05,0.05
Mighty No. 9,MULTI,2016,Deep Silver,0.05,0.08
Gray Matter,X360,2011,DTP Entertainment,0.05,0.05
Short Track Racing: Trading Paint,PS2,2009,THQ,0.05,0.05
Game no Kanzume Vol 1,SCD,1994,Sega,0.05,0.05
Rat Attack!,MULTI,1999,Mindscape,0.04,0.06
Sotsugyou II: Neo Generation,PS,1995,Riverhillsoft,0.04,0.04
The King of Fighters 2002: Unlimited Match,PS2,2009,SNK Playmore,0.04,0.04
Art of Fighting Anthology,PS2,2006,Crave Entertainment,0.04,0.04
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Nippon Ichi Software,0.04,0.04
The Hustle: Detroit Streets,MULTI,2006,Activision,0.04,0.06
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Sega,0.04,0.04
Guilty Gear XX Accent Core,MULTI,2007,Unknown,0.04,0.08
Assault Rigs,PS,1996,Electronic Arts Victor,0.04,0.04
Backyard Baseball '09,MULTI,2008,Atari,0.04,0.06
Honda ATV Fever,Wii,2010,Storm City Games,0.04,0.04
Operation Flashpoint: Elite,XB,2005,Codemasters,0.04,0.04
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,MULTI,2016,Tecmo Koei,0.04,0.07
"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Red Storm Entertainment,0.04,0.04
Rugby Challenge 3,MULTI,2016,Alternative Software,0.04,0.11
Angelique Duet,PS,1998,Tecmo Koei,0.04,0.04
Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Media Works,0.04,0.04
Jerry Rice and Nitus' Dog Football,Wii,2011,Tommo,0.04,0.04
TOCA Race Driver 2,XB,2004,Codemasters,0.04,0.04
I.Q. Remix+: Intelligent Qube,PS2,2000,Sony Computer Entertainment,0.04,0.04
Sébastien Loeb Rally Evo,MULTI,2016,Milestone S.r.l,0.04,0.05
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Paon,0.04,0.04
Grand Slam,PS,1997,Virgin Interactive,0.04,0.04
The King of Fighters 2000,PS2,2002,Playmore,0.04,0.04
M&M's Beach Party,Wii,2009,Zoo Digital Publishing,0.04,0.04
D.C.F.S.: Da Capo Four Seasons,PS2,2005,Kadokawa Shoten,0.04,0.04
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Nintendo,0.04,0.04
Puyo Puyo Tetris,MULTI,2014,Sega,0.04,0.06
Sonic the Hedgehog 2 (8-bit),GG,1992,Sega,0.04,0.04
Rogue Trooper,MULTI,2006,Eidos Interactive,0.04,0.06
Spy Fiction,PS2,2003,Sega,0.04,0.04
R.B.I. Baseball 2016,XOne,2016,MLB.com,0.04,0.04
Monster Trux Arenas: Special Edition,Wii,2007,Popcorn Arcade,0.04,0.04
Dai Senryaku VII: Modern Military Tactics,XB,2003,Kool Kizz,0.04,0.04
Gormiti: The Lords of Nature!,Wii,2010,Konami Digital Entertainment,0.04,0.04
White Album 2: Shiawase no Mukougawa,PS3,2012,Aqua Plus,0.04,0.04
Painkiller: Hell & Damnation,MULTI,2013,Nordic Games,0.04,0.06
Go Go Ackman 3,SNES,1995,Banpresto,0.04,0.04
Castle of Shikigami III,Wii,2007,PQube,0.04,0.04
The King of Fighters Kyo,PS,1998,SNK Playmore,0.04,0.04
WarTech: Senko no Ronde,X360,2006,Ubisoft,0.04,0.04
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Konami Digital Entertainment,0.04,0.04
Mechanic Escape,PS3,2012,D3Publisher,0.04,0.04
True Love Story 3,PS2,2001,Enterbrain,0.04,0.04
The Smurfs,PS,1998,Infogrames,0.04,0.04
Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Sega,0.04,0.04
The Kore Gang,Wii,2010,Flashpoint Games,0.04,0.04
Red Ninja: End of Honor,MULTI,2005,Vivendi Games,0.04,0.06
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Idea Factory,0.04,0.04
Summer Athletics 2009,X360,2009,49Games,0.04,0.04
SX Superstar,MULTI,2003,Acclaim Entertainment,0.04,0.07
Saint Seiya: The Hades,PS2,2006,Namco Bandai Games,0.04,0.04
Max & the Magic Marker,Wii,2011,Unknown,0.04,0.04
Free Running,Wii,2009,Reef Entertainment,0.04,0.04
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Namco Bandai Games,0.04,0.04
SPRay,Wii,2008,Tecmo Koei,0.04,0.04
Battle Rage,Wii,2008,Popcorn Arcade,0.04,0.04
Dance Dance Revolution Disney Mix,PS,2000,Konami Digital Entertainment,0.04,0.04
Maken Shao: Demon Sword,PS2,2001,Midas Interactive Entertainment,0.04,0.04
The Monkey King: The Legend Begins,Wii,2007,Starfish,0.04,0.04
Super Robot Taisen OG Infinite Battle,PS3,2013,Namco Bandai Games,0.04,0.04
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Konami Digital Entertainment,0.04,0.04
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Electronic Arts,0.04,0.04
High Heat Baseball 2002,PS,2001,3DO,0.04,0.04
Utawarerumono: Futari no Hakuoro,MULTI,2016,Aqua Plus,0.04,0.05
Bloody Roar Extreme,XB,2003,Hudson Soft,0.04,0.04
Tennis Masters Series 2003,XB,2002,Microids,0.04,0.04
The Cube,Wii,2012,Funbox Media,0.04,0.04
Myth Makers: Trixie in Toyland,Wii,2008,Popcorn Arcade,0.04,0.04
Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Focus Home Interactive,0.04,0.04
Hitman (2016),MULTI,2016,Square Enix,0.04,0.05
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Avanquest,0.04,0.04
Unison: Rebels of Rhythm & Dance,PS2,2000,Tecmo Koei,0.04,0.04
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Konami Digital Entertainment,0.04,0.04
B.L.U.E.: Legend of Water,PS,0,0,0.04,0.04
Dark Half,SNES,1996,Enix Corporation,0.04,0.04
Luxor: Pharaoh's Challenge,Wii,0,Funsta,0.04,0.04
Nitroplus Blasterz: Heroines Infinite Duel,MULTI,2015,Marvelous Interactive,0.04,0.05
12Riven: The Psi-Climinal of Integral,PS2,2008,CyberFront,0.04,0.04
Deadliest Warrior: Ancient Combat,MULTI,2012,Cloud Imperium Games Corporation,0.04,0.08
WarJetz,PS2,2001,3DO,0.04,0.04
Breeding Stud 2,PS,1998,Konami Digital Entertainment,0.04,0.04
XCOM 2,MULTI,2016,Take-Two Interactive,0.04,0.06
Novastorm,PS,1995,Psygnosis,0.04,0.04
PopCap Arcade Vol 1,X360,2007,PopCap Games,0.04,0.04
Dead Ball Zone,PS,1998,GT Interactive,0.04,0.04
NBA In The Zone '99,N64,1998,Konami Digital Entertainment,0.04,0.04
Winning Post World 2010,PS3,2010,Tecmo Koei,0.04,0.04
Haunted Casino,SAT,1996,Societa,0.04,0.04
Aeon Flux,MULTI,2005,THQ,0.04,0.05
Summer Challenge: Athletics Tournament,MULTI,2011,PQube,0.04,0.06
Metal Max Returns,SNES,1995,Data East,0.04,0.04
Shattered Union,XB,2005,Take-Two Interactive,0.04,0.04
Harley-Davidson: Road Trip,Wii,2010,Destineer,0.04,0.04
Gal*Gun,X360,2011,Alchemist,0.04,0.04
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Take-Two Interactive,0.04,0.04
Zen-Nippon GT Senshuken,SNES,1995,Banpresto,0.04,0.04
North American Hunting Extravaganza 2,Wii,2010,Unknown,0.04,0.04
City Builder,Wii,2010,Virtual Play Games,0.04,0.04
PD Ultraman Battle Collection 64,N64,1999,Namco Bandai Games,0.04,0.04
Monaco Grand Prix,N64,1999,Ubisoft,0.04,0.04
Rally Challenge 2000,N64,1999,Imagineer,0.04,0.04
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Infogrames,0.04,0.04
Deadly Arts,N64,1998,Konami Digital Entertainment,0.04,0.04
Kikou Heidan J-Phoenix 2,PS2,2003,Takara,0.04,0.04
Worms 4: Mayhem,XB,2005,Codemasters,0.04,0.04
Point Blank 2,PS,1998,Namco Bandai Games,0.04,0.04
Infamous: First Light,PS4,2014,Sony Computer Entertainment,0.04,0.04
Imabikisou,PS3,2007,Sega,0.04,0.04
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Sega,0.04,0.04
Antz Extreme Racing,MULTI,2002,Empire Interactive,0.04,0.06
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Tecmo Koei,0.04,0.04
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Falcom Corporation,0.04,0.04
Go Diego Go!: Safari Rescue,PS2,2008,Take-Two Interactive,0.04,0.04
Clannad,MULTI,2006,Interchannel,0.04,0.1
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Tecmo Koei,0.04,0.04
Fisherman's Challenge,PS2,2003,Konami Digital Entertainment,0.04,0.04
King of Fighters: Maximum Impact Regulation A,PS2,2007,SNK Playmore,0.04,0.04
Date A Live: Rine Utopia,PS3,2013,Compile Heart,0.04,0.04
Fritz Chess,MULTI,2009,Deep Silver,0.04,0.06
Sacred Blaze,PS2,2009,Flight-Plan,0.04,0.04
Thoroughbred Breeder II Plus,PS,1995,Hect,0.04,0.04
Pure Pinball,XB,2004,XS Games,0.04,0.04
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Namco Bandai Games,0.04,0.04
Phantom Breaker,X360,2011,5pb,0.04,0.04
Gummy Bears Mini Golf,Wii,2010,Unknown,0.04,0.04
Cyber Troopers Virtual-On Marz,PS2,2003,Sega,0.04,0.04
Headhunter: Redemption,MULTI,2004,Sega,0.04,0.06
Bomberman: Act Zero,X360,2006,Konami Digital Entertainment,0.04,0.04
Stoked: Big Air Edition,X360,2009,Namco Bandai Games,0.04,0.04
Syndicate Wars,PS,1997,Electronic Arts,0.04,0.04
Herc's Adventures,PS,1997,Virgin Interactive,0.04,0.04
Twin Strike: Operation Thunder,Wii,2008,Zoo Games,0.04,0.04
SuperCar Challenge,PS3,2009,System 3 Arcade Software,0.04,0.04
Dreamfall: The Longest Journey,XB,2006,Empire Interactive,0.04,0.04
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Sonnet,0.04,0.04
Zatch Bell! Mamodo Fury,GC,2005,Namco Bandai Games,0.04,0.04
